,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201
2014-04-14,A138930,A001040,A000120,A097950,A078930,A006360,A007070,A105560,A002380,A025000,A030200,A033780,A003550,A034220,A001120,A068870,A051900,A032640,A011070,A066570,A093050,A108670,A051910,A006260,A010120,A035420,A010060,A005490,A064960,A003570,A010950,A034120,A003600,A034730,A011790,A001740,A096770,A006120,A017670,A000660,A035250,A010130,A002240,A007690,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A019680,A004130,A008060,A000210,A001680,A047040,A047050,A042660,A006800,A069620,A000430,A006650,A001440,A003490,A001230,A000990,A005830,A000640,A007340,A013570,A049770,A000150,A082740,A042670,A034020,A115390,A023530,A004990,A005300,A011170,A002270,A060980,A009680,A009580,A033920,A037620,A084870,A003000,A005180,A005090,A006400,A000830,A032830,A028050,A009150,A005930,A004000,A010140,A016360,A029780,A012450,A000810,A000070,A004490,A001430,A003030,A033530,A004430,A029530,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A005850,A012750,A078520,A036570,A003520,A000670,A007310,A001800,A053000,A005940,A103130,A008000,A014830,A000100,A139480,A005950,A007570,A020760,A020150,A033240,A030000,A001300,A001630,A006380,A007810,A044820,A002020,A120110,A021240,A005740,A003240,A005690,A016800,A051310,A103140,A086790,A000080,A000140,A036460,A071050,A025540,A002960,A015760,A104700,A000240,A047810,A018880,A128940,A020000,A105630,A004150,A004710,A009420,A003300,A007860,A052690,A097230,A000700,A000880,A088350,A009830,A000720,A086280,A012330,A010620,A069960,A012630,A011200,A017800,A011210,A004020,A009540,A003450,A005380,A010520,A008770,A010690,A004800,A093370,A079980,A069260,,
2014-06-13,A138930,A001040,A000120,A097950,A078930,A007070,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A068870,A051900,A032640,A011070,A066570,A108670,A051910,A006260,A010120,A035420,A010060,A005490,A064960,A003570,A010950,A034120,A003600,A034730,A011790,A001740,A096770,A006120,A017670,A000660,A035250,A010130,A002240,A009290,A007690,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A019680,A004130,A008060,A000210,A001680,A047040,A047050,A042660,A006800,A069620,A000430,A006650,A001440,A003490,A008000,A001230,A000990,A005830,A000640,A170900,A007340,A013570,A049770,A000150,A082740,A042670,A034020,A115390,A023530,A004990,A005300,A011170,A002270,A060980,A009680,A009580,A033920,A037620,A084870,A003000,A005180,A005090,A005610,A006400,A000830,A032830,A028050,A009150,A005930,A004000,A010140,A016360,A029780,A012450,A000810,A000070,A008490,A004490,A001430,A003030,A033530,A004430,A029530,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A005850,A012750,A078520,A036570,A003520,A000670,A007310,A001800,A053000,A005940,A014830,A000100,A139480,A005950,A007570,A020760,A020150,A033240,A030000,A001300,A006380,A007810,A002020,A120110,A021240,A005740,A003240,A016800,A051310,A103140,A086790,A000080,A000140,A036460,A071050,A025540,A002960,A015760,A104700,A161890,A161390,A000240,A047810,A018880,A128940,A020000,A105630,A004150,A004710,A003300,A007860,A051600,A052690,A097230,A000700,A000880,A088350,A009830,A000720,A086280,A012330,A010620,A069960,A012630,A011200,A017800,A011210,A004020,A009540,A003450,A005380,A010520,A008770,A010690,A004800,A093370,A079980,A069260,,
2014-06-27,A138930,A001040,A000120,A097950,A078930,A007070,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A068870,A051900,A032640,A011070,A066570,A108670,A051910,A006260,A010120,A035420,A010060,A005490,A064960,A003570,A010950,A034120,A003600,A034730,A011790,A001740,A096770,A006120,A017670,A000660,A035250,A010130,A002240,A009290,A007690,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A019680,A004130,A008060,A000210,A001680,A047040,A047050,A042660,A006800,A069620,A000430,A006650,A001440,A003490,A008000,A001230,A000990,A005830,A000640,A170900,A007340,A013570,A049770,A000150,A082740,A042670,A034020,A115390,A023530,A004990,A005300,A011170,A002270,A060980,A009680,A009580,A033920,A037620,A084870,A003000,A005180,A005090,A005610,A006400,A000830,A032830,A028050,A009150,A005930,A004000,A010140,A016360,A029780,A012450,A000810,A000070,A008490,A004490,A001430,A003030,A033530,A004430,A029530,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A005850,A012750,A078520,A036570,A003520,A000670,A007310,A001800,A053000,A005940,A014830,A000100,A139480,A005950,A007570,A020760,A020150,A033240,A030000,A000480,A006380,A007810,A002020,A120110,A021240,A005740,A003240,A016800,A051310,A103140,A086790,A000080,A000140,A036460,A071050,A025540,A002960,A015760,A104700,A161890,A161390,A000240,A047810,A018880,A128940,A020000,A105630,A004150,A004710,A003300,A007860,A051600,A052690,A097230,A000700,A000880,A088350,A009830,A000720,A086280,A012330,A010620,A069960,A012630,A011200,A017800,A011210,A004020,A009540,A003450,A005380,A010520,A008770,A010690,A004800,A093370,A079980,A069260,,
2014-09-12,A138930,A001040,A000120,A097950,A114090,A078930,A007070,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A068870,A051900,A032640,A011070,A066570,A108670,A051910,A006260,A010120,A035420,A010060,A005490,A064960,A003570,A010950,A034120,A003600,A034730,A011790,A001740,A096770,A006120,A017670,A000660,A035250,A010130,A002240,A009290,A007690,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A019680,A004130,A008060,A000210,A001680,A047040,A047050,A042660,A006800,A069620,A000430,A006650,A001440,A003490,A008000,A001230,A000990,A005830,A000640,A170900,A007340,A013570,A049770,A000150,A082740,A042670,A034020,A115390,A023530,A004990,A005300,A011170,A002270,A060980,A009680,A009580,A033920,A037620,A084870,A003000,A005180,A005090,A005610,A006400,A000830,A032830,A028050,A009150,A005930,A004000,A010140,A016360,A029780,A012450,A000810,A000070,A007860,A008490,A004490,A001430,A003030,A033530,A004430,A029530,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A005850,A012750,A078520,A036570,A003520,A000670,A007310,A001800,A053000,A005940,A014830,A000100,A139480,A005950,A007570,A020760,A020150,A033240,A030000,A000480,A006380,A007810,A002020,A120110,A021240,A005740,A003240,A016800,A051310,A103140,A086790,A000080,A000140,A036460,A071050,A025540,A002960,A015760,A104700,A161890,A161390,A000240,A047810,A018880,A128940,A020000,A105630,A004150,A004710,A003300,A051600,A052690,A097230,A000880,A088350,A009830,A000720,A086280,A012330,A010620,A069960,A012630,A011200,A017800,A011210,A004020,A009540,A003450,A005380,A010520,A008770,A010690,A004800,A093370,A079980,A069260,,
2014-11-19,A138930,A001040,A000120,A097950,A114090,A078930,A007070,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A068870,A051900,A032640,A011070,A066570,A108670,A051910,A006260,A010120,A035420,A010060,A005490,A064960,A003570,A010950,A034120,A003600,A034730,A011790,A001740,A096770,A006120,A017670,A000660,A035250,A010130,A002240,A009290,A007690,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A019680,A004130,A008060,A000210,A001680,A047040,A047050,A042660,A006800,A069620,A000430,A006650,A001440,A003490,A008000,A001230,A000990,A005830,A000640,A170900,A007340,A013570,A049770,A000150,A082740,A042670,A034020,A115390,A023530,A004990,A005300,A011170,A002270,A009680,A009580,A033920,A037620,A084870,A003000,A005180,A005090,A005610,A006400,A000830,A032830,A028050,A009150,A005930,A004000,A010140,A016360,A029780,A012450,A000810,A000070,A007860,A008490,A004490,A001430,A003030,A033530,A004430,A029530,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A005850,A012750,A078520,A036570,A003520,A000670,A007310,A001800,A005940,A014830,A000100,A139480,A005950,A007570,A020760,A020150,A033240,A030000,A000480,A006380,A007810,A002020,A120110,A021240,A005740,A003240,A016800,A051310,A103140,A086790,A000080,A000140,A036460,A071050,A025540,A002960,A015760,A104700,A161890,A161390,A000240,A047810,A018880,A060980,A128940,A020000,A105630,A004150,A004710,A003300,A051600,A052690,A097230,A000880,A088350,A009830,A000720,A086280,A012330,A010620,A069960,A012630,A011200,A017800,A011210,A004020,A009540,A003450,A005380,A010520,A008770,A010690,A004800,A093370,A079980,A069260,,,
2014-11-20,A138930,A001040,A000120,A097950,A114090,A078930,A007070,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A068870,A051900,A032640,A011070,A066570,A108670,A051910,A006260,A010120,A035420,A010060,A005490,A064960,A003570,A010950,A034120,A003600,A034730,A011790,A001740,A096770,A006120,A017670,A000660,A035250,A010130,A002240,A009290,A007690,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A019680,A004130,A008060,A000210,A001680,A047040,A047050,A042660,A006800,A069620,A000430,A006650,A001440,A003490,A008000,A001230,A000990,A005830,A000640,A170900,A007340,A013570,A049770,A000150,A082740,A042670,A034020,A115390,A023530,A004990,A005300,A011170,A002270,A009680,A009580,A033920,A037620,A084870,A003000,A005180,A005090,A005610,A006400,A000830,A032830,A028050,A009150,A005930,A004000,A010140,A016360,A029780,A012450,A000810,A000070,A007860,A008490,A004490,A001430,A003030,A033530,A004430,A029530,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A005850,A012750,A078520,A036570,A003520,A000670,A007310,A001800,A000030,A005940,A014830,A000100,A139480,A005950,A007570,A020760,A020150,A033240,A030000,A000480,A006380,A007810,A002020,A120110,A021240,A005740,A003240,A016800,A051310,A103140,A086790,A000080,A000140,A036460,A071050,A025540,A002960,A015760,A104700,A161890,A161390,A000240,A047810,A018880,A060980,A128940,A020000,A105630,A004150,A004710,A003300,A051600,A052690,A097230,A000880,A088350,A009830,A000720,A086280,A012330,A010620,A069960,A012630,A011200,A017800,A011210,A004020,A009540,A003450,A005380,A010520,A008770,A010690,A004800,A093370,A079980,A069260,,
2015-03-13,A138930,A001040,A000120,A097950,A114090,A078930,A007070,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A068870,A051900,A032640,A011070,A066570,A108670,A051910,A006260,A010120,A035420,A005940,A010060,A005490,A064960,A003570,A010950,A034120,A003600,A034730,A011790,A001740,A096770,A006120,A017670,A000660,A035250,A010130,A002240,A009290,A007690,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A019680,A004130,A008060,A000210,A001680,A047040,A047050,A042660,A006800,A069620,A000430,A006650,A001440,A003490,A008000,A001230,A000990,A005830,A000640,A170900,A007340,A049770,A000150,A082740,A042670,A034020,A013570,A115390,A023530,A004990,A005300,A011170,A002270,A009680,A009580,A033920,A037620,A084870,A003000,A005180,A005090,A005610,A006400,A000830,A032830,A018260,A028050,A009150,A005930,A004000,A010140,A016360,A029780,A012450,A000810,A000070,A007860,A008490,A004490,A001430,A003030,A033530,A004430,A029530,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A005850,A012750,A078520,A036570,A003520,A000670,A007310,A001800,A000030,A014830,A000100,A139480,A007570,A020760,A020150,A033240,A030000,A028260,A000480,A006380,A007810,A120110,A021240,A005740,A003240,A016800,A051310,A103140,A086790,A000080,A000140,A036460,A071050,A025540,A002960,A015760,A104700,A161890,A161390,A000240,A047810,A018880,A060980,A128940,A020000,A105630,A004710,A004150,A003300,A051600,A052690,A097230,A000880,A088350,A009830,A000720,A086280,A012330,A010620,A069960,A012630,A011200,A017800,A011210,A004020,A009540,A003450,A005380,A010520,A008770,A010690,A004800,A093370,A079980,A069260,,
2015-04-14,A138930,A001040,A000120,A097950,A114090,A078930,A007070,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A068870,A051900,A032640,A011070,A066570,A108670,A051910,A006260,A010120,A035420,A005940,A010060,A005490,A064960,A003570,A010950,A034120,A003600,A034730,A011790,A001740,A096770,A006120,A017670,A000660,A035250,A010130,A002240,A009290,A007690,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A019680,A004130,A008060,A000210,A001680,A047040,A047050,A042660,A006800,A069620,A000430,A006650,A003490,A008000,A001230,A000990,A005830,A000640,A170900,A007340,A049770,A000150,A082740,A042670,A034020,A013570,A115390,A023530,A004990,A005300,A011170,A002270,A009680,A009580,A033920,A037620,A084870,A003000,A005180,A005090,A005610,A006400,A000830,A032830,A018260,A028050,A009150,A005930,A004000,A010140,A016360,A029780,A012450,A000810,A000070,A007860,A008490,A004490,A001430,A003030,A033530,A004430,A029530,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A005850,A012750,A078520,A036570,A003520,A000670,A007310,A001800,A000030,A014830,A000100,A139480,A005950,A007570,A020760,A020150,A033240,A030000,A028260,A000480,A006380,A007810,A120110,A021240,A005740,A003240,A016800,A051310,A103140,A086790,A000080,A000140,A036460,A071050,A025540,A002960,A015760,A104700,A161890,A161390,A000240,A047810,A018880,A060980,A128940,A020000,A105630,A004710,A004150,A003300,A051600,A052690,A097230,A000880,A088350,A009830,A000720,A086280,A012330,A010620,A069960,A012630,A011200,A017800,A011210,A004020,A009540,A003450,A005380,A010520,A008770,A010690,A004800,A093370,A079980,A069260,,
2015-06-12,A138930,A001040,A000120,A097950,A114090,A078930,A007070,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A068870,A051900,A032640,A011070,A066570,A108670,A051910,A006260,A010120,A035420,A005940,A010060,A005490,A064960,A003570,A010950,A034120,A003600,A034730,A011790,A001740,A096770,A006120,A017670,A000660,A035250,A000050,A010130,A002240,A009290,A007690,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A019680,A008060,A000210,A001680,A047040,A047050,A042660,A006800,A069620,A006650,A003490,A001230,A005830,A000640,A170900,A007340,A049770,A014820,A000150,A082740,A042670,A034020,A115390,A023530,A004990,A005300,A011170,A002270,A009680,A009580,A033920,A037620,A084870,A003000,A005180,A005090,A005610,A006400,A000830,A032830,A018260,A028050,A009150,A005930,A004000,A010140,A016360,A029780,A012450,A000810,A145990,A000070,A007860,A008490,A004490,A001430,A003030,A033530,A029530,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A005850,A012750,A078520,A036570,A003520,A000670,A007310,A001800,A000030,A014830,A000100,A139480,A000230,A007570,A020150,A030000,A028260,A004700,A000480,A185750,A192820,A120110,A021240,A005740,A003240,A036580,A103140,A086790,A000080,A000140,A036460,A071050,A025540,A002960,A015760,A104700,A161890,A161390,A000240,A047810,A018880,A060980,A042700,A128940,A009240,A020000,A105630,A014680,A004710,A004150,A003300,A051600,A052690,A097230,A000880,A088350,A009830,A000720,A086280,A064350,A079430,A012330,A010620,A069960,A012630,A011200,A017800,A011210,A004020,A009540,A003450,A005380,A010520,A008770,A010690,A004800,A093370,A079980,A069260,,
2015-06-29,A138930,A001040,A000120,A097950,A114090,A078930,A007070,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A068870,A051900,A032640,A011070,A066570,A108670,A051910,A006260,A010120,A035420,A005940,A010060,A005490,A064960,A003570,A010950,A034120,A003600,A034730,A011790,A001740,A096770,A006120,A017670,A000660,A035250,A000050,A010130,A002240,A009290,A007690,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A019680,A008060,A000210,A001680,A047040,A047050,A042660,A006800,A069620,A006650,A003490,A001230,A005830,A000640,A170900,A007340,A049770,A014820,A000150,A082740,A042670,A034020,A115390,A023530,A004990,A005300,A011170,A002270,A009680,A009580,A033920,A037620,A084870,A003000,A005180,A005090,A005610,A006400,A000830,A032830,A018260,A028050,A009150,A005930,A004000,A010140,A016360,A029780,A012450,A000810,A145990,A000070,A007860,A008490,A004490,A001430,A003030,A033530,A029530,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A005850,A012750,A078520,A036570,A003520,A000670,A007310,A001800,A000030,A014830,A000100,A139480,A000230,A003200,A007570,A020150,A030000,A028260,A004700,A000480,A185750,A192820,A120110,A021240,A005740,A003240,A036580,A103140,A086790,A000080,A000140,A036460,A071050,A025540,A002960,A015760,A104700,A161890,A161390,A000240,A047810,A018880,A060980,A042700,A128940,A009240,A020000,A105630,A014680,A004710,A004150,A003300,A051600,A052690,A097230,A000880,A088350,A009830,A000720,A086280,A064350,A079430,A012330,A010620,A069960,A012630,A011200,A017800,A011210,A004020,A009540,A003450,A005380,A008770,A010690,A004800,A093370,A079980,A069260,,
2015-08-03,A138930,A001040,A000120,A097950,A114090,A078930,A007070,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A068870,A051900,A032640,A011070,A066570,A108670,A051910,A006260,A010120,A035420,A005940,A010060,A005490,A064960,A003570,A010950,A034120,A034730,A011790,A001740,A096770,A006120,A017670,A000660,A035250,A000050,A010130,A002240,A009290,A007690,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A019680,A008060,A000210,A001680,A047040,A047050,A042660,A006800,A069620,A006650,A003490,A001230,A005830,A000640,A170900,A007340,A049770,A014820,A000150,A082740,A042670,A034020,A115390,A023530,A004990,A005300,A011170,A002270,A009680,A009580,A033920,A037620,A084870,A003000,A005180,A005090,A005610,A006400,A000830,A032830,A018260,A028050,A009150,A005930,A004000,A010140,A016360,A029780,A000810,A145990,A000070,A007860,A008490,A004490,A001430,A003030,A033530,A029530,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A005850,A012750,A078520,A036570,A111770,A003520,A000670,A007310,A001800,A000030,A014830,A000100,A139480,A000230,A003200,A007570,A020150,A030000,A028260,A004700,A000480,A185750,A192820,A120110,A021240,A005740,A003240,A036580,A103140,A086790,A000080,A000140,A036460,A071050,A025540,A002960,A015760,A104700,A161890,A161390,A000240,A047810,A018880,A060980,A042700,A128940,A009240,A020000,A105630,A014680,A004710,A004150,A003300,A051600,A052690,A097230,A000880,A088350,A009830,A012450,A000720,A086280,A064350,A079430,A012330,A010620,A069960,A012630,A011200,A017800,A011210,A004020,A009540,A003450,A005380,A008770,A010690,A004800,A093370,A079980,A069260,,
2015-09-01,A138930,A001040,A000120,A097950,A114090,A078930,A007070,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A068870,A051900,A032640,A011070,A066570,A108670,A051910,A006260,A010120,A035420,A005940,A010060,A005490,A064960,A003570,A010950,A034120,A034730,A011790,A001740,A096770,A006120,A017670,A000660,A035250,A000050,A010130,A002240,A009290,A007690,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A019680,A008060,A000210,A001680,A047040,A047050,A042660,A006800,A069620,A006650,A003490,A001230,A005830,A000640,A170900,A007340,A049770,A014820,A000150,A082740,A042670,A034020,A115390,A023530,A004990,A005300,A011170,A002270,A009680,A009580,A033920,A037620,A084870,A003000,A005180,A005090,A005610,A006400,A032830,A018260,A028050,A009150,A005930,A004000,A010140,A016360,A029780,A000810,A145990,A000070,A007860,A008490,A004490,A001430,A003030,A033530,A029530,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A005850,A012750,A078520,A036570,A111770,A003520,A000670,A007310,A001800,A000030,A014830,A000100,A139480,A000230,A003200,A007570,A020150,A030000,A028260,A004700,A000480,A185750,A192820,A120110,A021240,A005740,A003240,A036580,A103140,A086790,A000080,A000140,A036460,A071050,A025540,A002960,A015760,A104700,A161890,A161390,A000240,A047810,A060980,A042700,A128940,A009240,A020000,A105630,A014680,A004710,A004150,A018880,A003300,A051600,A052690,A097230,A000880,A088350,A009830,A012450,A000720,A005440,A086280,A064350,A079430,A012330,A010620,A069960,A012630,A011200,A017800,A011210,A004020,A009540,A003450,A005380,A008770,A010690,A004800,A093370,A079980,A069260,,
